Time,0,1,2,3,4,5,6,7
0.000023250,1,1,1,1,1,1,1,1
0.000023500,1,1,1,1,1,1,1,1
0.000023750,1,1,1,1,1,1,1,1
0.000024000,1,1,1,1,1,1,1,1
0.000024250,1,1,1,1,1,1,1,1
0.000024500,1,1,1,1,1,1,1,1
0.000024750,1,1,1,1,1,1,1,1
0.000025000,1,1,1,1,1,1,1,1
0.000025250,1,1,1,1,1,1,1,1
0.000025500,1,1,1,1,1,1,1,1
0.000025750,1,1,1,1,1,1,1,1
0.000026000,1,1,1,1,1,1,1,1
0.000026250,1,1,1,1,1,1,1,1
0.000026500,1,1,1,1,1,1,1,1
0.000026750,1,1,1,1,1,1,1,1
0.000027000,1,1,1,1,1,1,1,1
0.000027250,1,1,1,1,1,1,1,1
0.000027500,1,1,1,1,1,1,1,1
0.000027750,1,1,1,1,1,1,1,1
0.000028000,1,1,1,1,1,1,1,1
0.000028250,1,1,1,1,1,1,1,1
0.000028500,1,1,1,1,1,1,1,1
0.000028750,1,1,1,1,1,1,1,1
0.000029000,1,1,1,1,1,1,1,1
0.000029250,1,1,1,1,1,1,1,1
0.000029500,1,1,1,1,1,1,1,1
0.000029750,1,1,1,1,1,1,1,1
0.000030000,1,1,1,1,1,1,1,1
0.000030250,1,1,1,1,1,1,1,1
0.000030500,1,1,1,1,1,1,1,1
0.000030750,1,1,1,1,1,1,1,1
0.000031000,1,1,1,1,1,1,1,1
0.000031250,1,1,1,1,1,1,1,1
0.000031500,1,1,1,1,1,1,1,1
0.000031750,1,1,1,1,1,1,1,1
0.000032000,1,1,1,1,1,1,1,1
0.000032250,1,1,1,1,1,1,1,1
0.000032500,1,1,1,1,1,1,1,1
0.000032750,1,1,1,1,1,1,1,1
0.000033000,1,1,1,1,1,1,1,1
0.000033250,1,1,1,1,1,1,1,1
0.000033500,1,1,1,1,1,1,1,1
0.000033750,1,1,1,1,1,1,1,1
0.000034000,1,1,1,1,1,1,1,1
0.000034250,1,1,1,1,1,1,1,1
0.000034500,1,1,1,1,1,1,1,1
0.000034750,1,1,1,1,1,1,1,1
0.000035000,1,1,1,1,1,1,1,1
0.000035250,1,1,1,1,1,1,1,1
0.000035500,1,1,1,1,1,1,1,1
0.000035750,1,1,1,1,1,1,1,1
0.000036000,1,1,1,1,1,1,1,1
0.000036250,1,1,1,1,1,1,1,1
0.000036500,1,1,1,1,1,1,1,1
0.000036750,1,1,1,1,1,1,1,1
0.000037000,1,1,1,1,1,1,1,1
0.000037250,1,1,1,1,1,1,1,1
0.000037500,1,1,1,1,1,1,1,1
0.000037750,1,1,1,1,1,1,1,1
0.000038000,1,1,1,1,1,1,1,1
0.000038250,1,1,1,1,1,1,1,1
0.000038500,1,1,1,1,1,1,1,1
0.000038750,1,1,1,1,1,1,1,1
0.000039000,1,1,1,1,1,1,1,1
0.000039250,1,1,1,1,1,1,1,1
0.000039500,1,1,1,1,1,1,1,1
0.000039750,1,1,1,1,1,1,1,1
0.000040000,1,1,1,1,1,1,1,1
0.000040250,1,1,1,1,1,1,1,1
0.000040500,1,1,1,1,1,1,1,1
0.000040750,1,1,1,1,1,1,1,1
0.000041000,1,1,1,1,1,1,1,1
0.000041250,1,1,1,1,1,1,1,1
0.000041500,1,1,1,1,1,1,1,1
0.000041750,1,1,1,1,1,1,1,1
0.000042000,1,1,1,1,1,1,1,1
0.000042250,1,1,1,1,1,1,1,1
0.000042500,1,1,1,1,1,1,1,1
0.000042750,1,1,1,1,1,1,1,1
0.000043000,1,1,1,1,1,1,1,1
0.000043250,1,1,1,1,1,1,1,1
0.000043500,1,1,1,1,1,1,1,1
0.000043750,1,1,1,1,1,1,1,1
0.000044000,1,1,1,1,1,1,1,1
0.000044250,1,1,1,1,1,1,1,1
0.000044500,1,1,1,1,1,1,1,1
0.000044750,1,1,1,1,1,1,1,1
0.000045000,1,1,1,1,1,1,1,1
0.000045250,1,1,1,1,1,1,1,1
0.000045500,1,1,1,1,1,1,1,1
0.000045750,1,1,1,1,1,1,1,1
0.000046000,1,1,1,1,1,1,1,1
0.000046250,1,1,1,1,1,1,1,1
0.000046500,1,1,1,1,1,1,1,1
0.000046750,1,1,1,1,1,1,1,1
0.000047000,1,1,1,1,1,1,1,1
0.000047250,1,1,1,1,1,1,1,1
0.000047500,1,1,1,1,1,1,1,1
0.000047750,1,1,1,1,1,1,1,1
0.000048000,1,1,1,1,1,1,1,1
0.000048250,1,1,1,1,1,1,1,1
0.000048500,1,1,1,1,1,1,1,1
0.000048750,1,1,1,1,1,1,1,1
0.000049000,1,1,1,1,1,1,1,1
0.000049250,1,1,1,1,1,1,1,1
0.000049500,1,1,1,1,1,1,1,1
0.000049750,1,1,1,1,1,1,1,1
0.000050000,1,1,1,1,1,1,1,1
0.000050250,1,1,1,1,1,1,1,1
0.000050500,1,1,1,1,1,1,1,1
0.000050750,1,1,1,1,1,1,1,1
0.000051000,1,1,1,1,1,1,1,1
0.000051250,1,1,1,1,1,1,1,1
0.000051500,1,1,1,1,1,1,1,1
0.000051750,1,1,1,1,1,1,1,1
0.000052000,1,1,1,1,1,1,1,1
0.000052250,1,1,1,1,1,1,1,1
0.000052500,1,1,1,1,1,1,1,1
0.000052750,1,1,1,1,1,1,1,1
0.000053000,1,1,1,1,1,1,1,1
0.000053250,1,1,1,1,1,1,1,1
0.000053500,1,1,1,1,1,1,1,1
0.000053750,1,1,1,1,1,1,1,1
0.000054000,1,1,1,1,1,1,1,1
0.000054250,1,1,1,1,1,1,1,1
0.000054500,1,1,1,1,1,1,1,1
0.000054750,1,1,1,1,1,1,1,1
0.000055000,1,1,1,1,1,1,1,1
0.000055250,1,1,1,1,1,1,1,1
0.000055500,1,1,1,1,1,1,1,1
0.000055750,1,1,1,1,1,1,1,1
0.000056000,1,1,1,1,1,1,1,1
0.000056250,1,1,1,1,1,1,1,1
0.000056500,1,1,1,1,1,1,1,1
0.000056750,1,1,1,1,1,1,1,1
0.000057000,1,1,1,1,1,1,1,1
0.000057250,1,1,1,1,1,1,1,1
0.000057500,1,1,1,1,1,1,1,1
0.000057750,1,1,1,1,1,1,1,1
0.000058000,1,1,1,1,1,1,1,1
0.000058250,1,1,1,1,1,1,1,1
0.000058500,1,1,1,1,1,1,1,1
0.000058750,1,1,1,1,1,1,1,1
0.000059000,1,1,1,1,1,1,1,1
0.000059250,1,1,1,1,1,1,1,1
0.000059500,1,1,1,1,1,1,1,1
0.000059750,1,1,1,1,1,1,1,1
0.000060000,1,1,1,1,1,1,1,1
0.000060250,1,1,1,1,1,1,1,1
0.000060500,1,1,1,1,1,1,1,1
0.000060750,1,1,1,1,1,1,1,1
0.000061000,1,1,1,1,1,1,1,1
0.000061250,1,1,1,1,1,1,1,1
0.000061500,1,1,1,1,1,1,1,1
0.000061750,1,1,1,1,1,1,1,1
0.000062000,1,1,1,1,1,1,1,1
0.000062250,1,1,1,1,1,1,1,1
0.000062500,1,1,1,1,1,1,1,1
0.000062750,1,1,1,1,1,1,1,1
0.000063000,1,1,1,1,1,1,1,1
0.000063250,1,1,1,1,1,1,1,1
0.000063500,1,1,1,1,1,1,1,1
0.000063750,1,1,1,1,1,1,1,1
0.000064000,1,1,1,1,1,1,1,1
0.000064250,1,1,1,1,1,1,1,1
0.000064500,1,1,1,1,1,1,1,1
0.000064750,1,1,1,1,1,1,1,1
0.000065000,1,1,1,1,1,1,1,1
0.000065250,1,1,1,1,1,1,1,1
0.000065500,1,1,1,1,1,1,1,1
0.000065750,1,1,1,1,1,1,1,1
0.000066000,1,1,1,1,1,1,1,1
0.000066250,1,1,1,1,1,1,1,1
0.000066500,1,1,1,1,1,1,1,1
0.000066750,1,1,1,1,1,1,1,1
0.000067000,1,1,1,1,1,1,1,1
0.000067250,1,1,1,1,1,1,1,1
0.000067500,1,1,1,1,1,1,1,1
0.000067750,1,1,1,1,1,1,1,1
0.000068000,1,1,1,1,1,1,1,1
0.000068250,1,1,1,1,1,1,1,1
0.000068500,1,1,1,1,1,1,1,1
0.000068750,1,1,1,1,1,1,1,1
0.000069000,1,1,1,1,1,1,1,1
0.000069250,1,1,1,1,1,1,1,1
0.000069500,1,1,1,1,1,1,1,1
0.000069750,1,1,1,1,1,1,1,1
0.000070000,1,1,1,1,1,1,1,1
0.000070250,1,1,1,1,1,1,1,1
0.000070500,1,1,1,1,1,1,1,1
0.000070750,1,1,1,1,1,1,1,1
0.000071000,1,1,1,1,1,1,1,1
0.000071250,1,1,1,1,1,1,1,1
0.000071500,1,1,1,1,1,1,1,1
0.000071750,1,1,1,1,1,1,1,1
0.000072000,1,1,1,1,1,1,1,1
0.000072250,1,1,1,1,1,1,1,1
0.000072500,1,1,1,1,1,1,1,1
0.000072750,1,1,1,1,1,1,1,1
0.000073000,1,1,1,1,1,1,1,1
0.000073250,1,1,1,1,1,1,1,1
0.000073500,1,1,1,1,1,1,1,1
0.000073750,1,1,1,1,1,1,1,1
0.000074000,1,1,1,1,1,1,1,1
0.000074250,1,1,1,1,1,1,1,1
0.000074500,1,1,1,1,1,1,1,1
0.000074750,1,1,1,1,1,1,1,1
0.000075000,1,1,1,1,1,1,1,1
0.000075250,1,1,1,1,1,1,1,1
0.000075500,1,1,1,1,1,1,1,1
0.000075750,1,1,1,1,1,1,1,1
0.000076000,1,1,1,1,1,1,1,1
0.000076250,1,1,1,1,1,1,1,1
0.000076500,1,1,1,1,1,1,1,1
0.000076750,1,1,1,1,1,1,1,1
0.000077000,1,1,1,1,1,1,1,1
0.000077250,1,1,1,1,1,1,1,1
0.000077500,1,1,1,1,1,1,1,1
0.000077750,1,1,1,1,1,1,1,1
0.000078000,1,1,1,1,1,1,1,1
0.000078250,1,1,1,1,1,1,1,1
0.000078500,1,1,1,1,1,1,1,1
0.000078750,1,1,1,1,1,1,1,1
0.000079000,1,1,1,1,1,1,1,1
0.000079250,1,1,1,1,1,1,1,1
0.000079500,1,1,1,1,1,1,1,1
0.000079750,1,1,1,1,1,1,1,1
0.000080000,1,1,1,1,1,1,1,1
0.000080250,1,1,1,1,1,1,1,1
0.000080500,1,1,1,1,1,1,1,1
0.000080750,1,1,1,1,1,1,1,1
0.000081000,1,1,1,1,1,1,1,1
0.000081250,1,1,1,1,1,1,1,1
0.000081500,1,1,1,1,1,1,1,1
0.000081750,1,1,1,1,1,1,1,1
0.000082000,1,1,1,1,1,1,1,1
0.000082250,1,1,1,1,1,1,1,1
0.000082500,1,1,1,1,1,1,1,1
0.000082750,1,1,1,1,1,1,1,1
0.000083000,1,1,1,1,1,1,1,1
0.000083250,1,1,1,1,1,1,1,1
0.000083500,1,1,1,1,1,1,1,1
0.000083750,1,1,1,1,1,1,1,1
0.000084000,1,1,1,1,1,1,1,1
0.000084250,1,1,1,1,1,1,1,1
0.000084500,1,1,1,1,1,1,1,1
0.000084750,1,1,1,1,1,1,1,1
0.000085000,1,1,1,1,1,1,1,1
0.000085250,1,1,1,1,1,1,1,1
0.000085500,1,1,1,1,1,1,1,1
0.000085750,1,1,1,1,1,1,1,1
0.000086000,1,1,1,1,1,1,1,1
0.000086250,1,1,1,1,1,1,1,1
0.000086500,1,1,1,1,1,1,1,1
0.000086750,1,1,1,1,1,1,1,1
0.000087000,1,1,1,1,1,1,1,1
0.000087250,1,1,1,1,1,1,1,1
0.000087500,1,1,1,1,1,1,1,1
0.000087750,1,1,1,1,1,1,1,1
0.000088000,1,1,1,1,1,1,1,1
0.000088250,1,1,1,1,1,1,1,1
0.000088500,1,1,1,1,1,1,1,1
0.000088750,1,1,1,1,1,1,1,1
0.000089000,1,1,1,1,1,1,1,1
0.000089250,1,1,1,1,1,1,1,1
0.000089500,1,1,1,1,1,1,1,1
0.000089750,1,1,1,1,1,1,1,1
0.000090000,1,1,1,1,1,1,1,1
0.000090250,1,1,1,1,1,1,1,1
0.000090500,1,1,1,1,1,1,1,1
0.000090750,1,1,1,1,1,1,1,1
0.000091000,1,1,1,1,1,1,1,1
0.000091250,1,1,1,1,1,1,1,1
0.000091500,1,1,1,1,1,1,1,1
0.000091750,1,1,1,1,1,1,1,1
0.000092000,1,1,1,1,1,1,1,1
0.000092250,1,1,1,1,1,1,1,1
0.000092500,1,1,1,1,1,1,1,1
0.000092750,1,1,1,1,1,1,1,1
0.000093000,1,1,1,1,1,1,1,1
0.000093250,1,1,1,1,1,1,1,1
0.000093500,1,1,1,1,1,1,1,1
0.000093750,1,1,1,1,1,1,1,1
0.000094000,1,1,1,1,1,1,1,1
0.000094250,1,1,1,1,1,1,1,1
0.000094500,1,1,1,1,1,1,1,1
0.000094750,1,1,1,1,1,1,1,1
0.000095000,1,1,1,1,1,1,1,1
0.000095250,1,1,1,1,1,1,1,1
0.000095500,1,1,1,1,1,1,1,1
0.000095750,1,1,1,1,1,1,1,1
0.000096000,1,1,1,1,1,1,1,1
0.000096250,1,1,1,1,1,1,1,1
0.000096500,1,1,1,1,1,1,1,1
0.000096750,1,1,1,1,1,1,1,1
0.000097000,1,1,1,1,1,1,1,1
0.000097250,1,1,1,1,1,1,1,1
0.000097500,1,1,1,1,1,1,1,1
0.000097750,1,1,1,1,1,1,1,1
0.000098000,1,1,1,1,1,1,1,1
0.000098250,1,1,1,1,1,1,1,1
0.000098500,1,1,1,1,1,1,1,1
0.000098750,1,1,1,1,1,1,1,1
0.000099000,1,1,1,1,1,1,1,1
0.000099250,1,1,1,1,1,1,1,1
0.000099500,1,1,1,1,1,1,1,1
0.000099750,1,1,1,1,1,1,1,1
0.000100000,1,1,1,1,1,1,1,1
0.000100250,1,1,1,1,1,1,1,1
0.000100500,1,1,1,1,1,1,1,1
0.000100750,1,1,1,1,1,1,1,1
0.000101000,1,1,1,1,1,1,1,1
0.000101250,1,1,1,1,1,1,1,1
0.000101500,1,1,1,1,1,1,1,1
0.000101750,1,1,1,1,1,1,1,1
0.000102000,1,1,1,1,1,1,1,1
0.000102250,1,1,1,1,1,1,1,1
0.000102500,1,1,1,1,1,1,1,1
0.000102750,1,1,1,1,1,1,1,1
0.000103000,1,1,1,1,1,1,1,1
0.000103250,1,1,1,1,1,1,1,1
0.000103500,1,1,1,1,1,1,1,1
0.000103750,1,1,1,1,1,1,1,1
0.000104000,1,1,1,1,1,1,1,1
0.000104250,1,1,1,1,1,1,1,1
0.000104500,1,1,1,1,1,1,1,1
0.000104750,1,1,1,1,1,1,1,1
0.000105000,1,1,1,1,1,1,1,1
0.000105250,1,1,1,1,1,1,1,1
0.000105500,1,1,1,1,1,1,1,1
0.000105750,1,1,1,1,1,1,1,1
0.000106000,1,1,1,1,1,1,1,1
0.000106250,1,1,1,1,1,1,1,1
0.000106500,1,1,1,1,1,1,1,1
0.000106750,1,1,1,1,1,1,1,1
0.000107000,1,1,1,1,1,1,1,1
0.000107250,1,1,1,1,1,1,1,1
0.000107500,1,1,1,1,1,1,1,1
0.000107750,1,1,1,1,1,1,1,1
0.000108000,1,1,1,1,1,1,1,1
0.000108250,1,1,1,1,1,1,1,1
0.000108500,1,1,1,1,1,1,1,1
0.000108750,1,1,1,1,1,1,1,1
0.000109000,1,1,1,1,1,1,1,1
0.000109250,1,1,1,1,1,1,1,1
0.000109500,1,1,1,1,1,1,1,1
0.000109750,1,1,1,1,1,1,1,1
0.000110000,1,1,1,1,1,1,1,1
0.000110250,1,1,1,1,1,1,1,1
0.000110500,1,1,1,1,1,1,1,1
0.000110750,1,1,1,1,1,1,1,1
0.000111000,1,1,1,1,1,1,1,1
0.000111250,1,1,1,1,1,1,1,1
0.000111500,1,1,1,1,1,1,1,1
0.000111750,1,1,1,1,1,1,1,1
0.000112000,1,1,1,1,1,1,1,1
0.000112250,1,1,1,1,1,1,1,1
0.000112500,1,1,1,1,1,1,1,1
0.000112750,1,1,1,1,1,1,1,1
0.000113000,1,1,1,1,1,1,1,1
0.000113250,1,1,1,1,1,1,1,1
0.000113500,1,1,1,1,1,1,1,1
0.000113750,1,1,1,1,1,1,1,1
0.000114000,1,1,1,1,1,1,1,1
0.000114250,1,1,1,1,1,1,1,1
0.000114500,1,1,1,1,1,1,1,1
0.000114750,1,1,1,1,1,1,1,1
0.000115000,1,1,1,1,1,1,1,1
0.000115250,1,1,1,1,1,1,1,1
0.000115500,1,1,1,1,1,1,1,1
0.000115750,1,1,1,1,1,1,1,1
0.000116000,1,1,1,1,1,1,1,1
0.000116250,1,1,1,1,1,1,1,1
0.000116500,1,1,1,1,1,1,1,1
0.000116750,1,1,1,1,1,1,1,1
0.000117000,1,1,1,1,1,1,1,1
0.000117250,1,1,1,1,1,1,1,1
0.000117500,1,1,1,1,1,1,1,1
0.000117750,1,1,1,1,1,1,1,1
0.000118000,1,1,1,1,1,1,1,1
0.000118250,1,1,1,1,1,1,1,1
0.000118500,1,1,1,1,1,1,1,1
0.000118750,1,1,1,1,1,1,1,1
0.000119000,1,1,1,1,1,1,1,1
0.000119250,1,1,1,1,1,1,1,1
0.000119500,1,1,1,1,1,1,1,1
0.000119750,1,1,1,1,1,1,1,1
0.000120000,1,1,1,1,1,1,1,1
0.000120250,1,1,1,1,1,1,1,1
0.000120500,1,1,1,1,1,1,1,1
0.000120750,1,1,1,1,1,1,1,1
0.000121000,1,1,1,1,1,1,1,1
0.000121250,1,1,1,1,1,1,1,1
0.000121500,1,1,1,1,1,1,1,1
0.000121750,1,1,1,1,1,1,1,1
0.000122000,1,1,1,1,1,1,1,1
0.000122250,1,1,1,1,1,1,1,1
0.000122500,1,1,1,1,1,1,1,1
0.000122750,1,1,1,1,1,1,1,1
0.000123000,1,1,1,1,1,1,1,1
0.000123250,1,1,1,1,1,1,1,1
0.000123500,1,1,1,1,1,1,1,1
0.000123750,1,1,1,1,1,1,1,1
0.000124000,1,1,1,1,1,1,1,1
0.000124250,1,1,1,1,1,1,1,1
0.000124500,1,1,1,1,1,1,1,1
0.000124750,1,1,1,1,1,1,1,1
0.000125000,1,1,1,1,1,1,1,1
0.000125250,1,1,1,1,1,1,1,1
0.000125500,1,1,1,1,1,1,1,1
0.000125750,1,1,1,1,1,1,1,1
0.000126000,1,1,1,1,1,1,1,1
0.000126250,1,1,1,1,1,1,1,1
0.000126500,1,1,1,1,1,1,1,1
0.000126750,1,1,1,1,1,1,1,1
0.000127000,1,1,1,1,1,1,1,1
0.000127250,1,1,1,1,1,1,1,1
0.000127500,1,1,1,1,1,1,1,1
0.000127750,1,1,1,1,1,1,1,1
0.000128000,1,1,1,1,1,1,1,1
0.000128250,1,1,1,1,1,1,1,1
0.000128500,1,1,1,1,1,1,1,1
0.000128750,1,1,1,1,1,1,1,1
0.000129000,1,1,1,1,1,1,1,1
0.000129250,1,1,1,1,1,1,1,1
0.000129500,1,1,1,1,1,1,1,1
0.000129750,1,1,1,1,1,1,1,1
0.000130000,1,1,1,1,1,1,1,1
0.000130250,1,1,1,1,1,1,1,1
0.000130500,1,1,1,1,1,1,1,1
0.000130750,1,1,1,1,1,1,1,1
0.000131000,1,1,1,1,1,1,1,1
0.000131250,1,1,1,1,1,1,1,1
0.000131500,1,1,1,1,1,1,1,1
0.000131750,1,1,1,1,1,1,1,1
0.000132000,1,1,1,1,1,1,1,1
0.000132250,1,1,1,1,1,1,1,1
0.000132500,1,1,1,1,1,1,1,1
0.000132750,1,1,1,1,1,1,1,1
0.000133000,1,1,1,1,1,1,1,1
0.000133250,1,1,1,1,1,1,1,1
0.000133500,1,1,1,1,1,1,1,1
0.000133750,1,1,1,1,1,1,1,1
0.000134000,1,1,1,1,1,1,1,1
0.000134250,1,1,1,1,1,1,1,1
0.000134500,1,1,1,1,1,1,1,1
0.000134750,1,1,1,1,1,1,1,1
0.000135000,1,1,1,1,1,1,1,1
0.000135250,1,1,1,1,1,1,1,1
0.000135500,1,1,1,1,1,1,1,1
0.000135750,1,1,1,1,1,1,1,1
0.000136000,1,1,1,1,1,1,1,1
0.000136250,1,1,1,1,1,1,1,1
0.000136500,1,1,1,1,1,1,1,1
0.000136750,1,1,1,1,1,1,1,1
0.000137000,1,1,1,1,1,1,1,1
0.000137250,1,1,1,1,1,1,1,1
0.000137500,1,1,1,1,1,1,1,1
0.000137750,1,1,1,1,1,1,1,1
0.000138000,1,1,1,1,1,1,1,1
0.000138250,1,1,1,1,1,1,1,1
0.000138500,1,1,1,1,1,1,1,1
0.000138750,1,1,1,1,1,1,1,1
0.000139000,1,1,1,1,1,1,1,1
0.000139250,1,1,1,1,1,1,1,1
0.000139500,1,1,1,1,1,1,1,1
0.000139750,1,1,1,1,1,1,1,1
0.000140000,1,1,1,1,1,1,1,1
0.000140250,1,1,1,1,1,1,1,1
0.000140500,1,1,1,1,1,1,1,1
0.000140750,1,1,1,1,1,1,1,1
0.000141000,1,1,1,1,1,1,1,1
0.000141250,1,1,1,1,1,1,1,1
0.000141500,1,1,1,1,1,1,1,1
0.000141750,1,1,1,1,1,1,1,1
0.000142000,1,1,1,1,1,1,1,1
0.000142250,1,1,1,1,1,1,1,1
0.000142500,1,1,1,1,1,1,1,1
0.000142750,1,1,1,1,1,1,1,1
0.000143000,1,1,1,1,1,1,1,1
0.000143250,1,1,1,1,1,1,1,1
0.000143500,1,1,1,1,1,1,1,1
0.000143750,1,1,1,1,1,1,1,1
0.000144000,1,1,1,1,1,1,1,1
0.000144250,1,1,1,1,1,1,1,1
0.000144500,1,1,1,1,1,1,1,1
0.000144750,1,1,1,1,1,1,1,1
0.000145000,1,1,1,1,1,1,1,1
0.000145250,1,1,1,1,1,1,1,1
0.000145500,1,1,1,1,1,1,1,1
0.000145750,1,1,1,1,1,1,1,1
0.000146000,1,1,1,1,1,1,1,1
0.000146250,1,1,1,1,1,1,1,1
0.000146500,1,1,1,1,1,1,1,1
0.000146750,1,1,1,1,1,1,1,1
0.000147000,1,1,1,1,1,1,1,1
0.000147250,1,1,1,1,1,1,1,1
0.000147500,1,1,1,1,1,1,1,1
0.000147750,1,1,1,1,1,1,1,1
0.000148000,1,1,1,1,1,1,1,1
0.000148250,1,1,1,1,1,1,1,1
0.000148500,1,1,1,1,1,1,1,1
0.000148750,1,1,1,1,1,1,1,1
0.000149000,1,1,1,1,1,1,1,1
0.000149250,1,1,1,1,1,1,1,1
0.000149500,1,1,1,1,1,1,1,1
0.000149750,1,1,1,1,1,1,1,1
0.000150000,1,1,1,1,1,1,1,1
0.000150250,1,1,1,1,1,1,1,1
0.000150500,1,1,1,1,1,1,1,1
0.000150750,1,1,1,1,1,1,1,1
0.000151000,1,1,1,1,1,1,1,1
0.000151250,1,1,1,1,1,1,1,1
0.000151500,1,1,1,1,1,1,1,1
0.000151750,1,1,1,1,1,1,1,1
0.000152000,1,1,1,1,1,1,1,1
0.000152250,1,1,1,1,1,1,1,1
0.000152500,1,1,1,1,1,1,1,1
0.000152750,1,1,1,1,1,1,1,1
0.000153000,1,1,1,1,1,1,1,1
0.000153250,1,1,1,1,1,1,1,1
0.000153500,1,1,1,1,1,1,1,1
0.000153750,1,1,1,1,1,1,1,1
0.000154000,1,1,1,1,1,1,1,1
0.000154250,1,1,1,1,1,1,1,1
0.000154500,1,1,1,1,1,1,1,1
0.000154750,1,1,1,1,1,1,1,1
0.000155000,1,1,1,1,1,1,1,1
0.000155250,1,1,1,1,1,1,1,1
0.000155500,1,1,1,1,1,1,1,1
0.000155750,1,1,1,1,1,1,1,1
0.000156000,1,1,1,1,1,1,1,1
0.000156250,1,1,1,1,1,1,1,1
0.000156500,1,1,1,1,1,1,1,1
0.000156750,1,1,1,1,1,1,1,1
0.000157000,1,1,1,1,1,1,1,1
0.000157250,1,1,1,1,1,1,1,1
0.000157500,1,1,1,1,1,1,1,1
0.000157750,1,1,1,1,1,1,1,1
0.000158000,1,1,1,1,1,1,1,1
