x-axis,1,2
second,Volt,Volt
-1.000000E-03,-249.982E-06,+31.500101E-03
-998.000E-06,+31.000018E-03,+31.500101E-03
-996.000E-06,-249.982E-06,+31.500101E-03
-994.000E-06,+31.000018E-03,+62.750101E-03
-992.000E-06,+31.000018E-03,+62.750101E-03
-990.000E-06,-249.982E-06,+31.500101E-03
-988.000E-06,+62.250018E-03,+31.500101E-03
-986.000E-06,+31.000018E-03,+250.101E-06
-984.000E-06,+31.000018E-03,+62.750101E-03
-982.000E-06,-249.982E-06,+31.500101E-03
-980.000E-06,-249.982E-06,+250.101E-06
-978.000E-06,-249.982E-06,+31.500101E-03
-976.000E-06,+31.000018E-03,+62.750101E-03
-974.000E-06,+31.000018E-03,+62.750101E-03
-972.000E-06,-249.982E-06,+250.101E-06
-970.000E-06,+31.000018E-03,+31.500101E-03
-968.000E-06,-249.982E-06,+31.500101E-03
-966.000E-06,-249.982E-06,+31.500101E-03
-964.000E-06,-249.982E-06,+31.500101E-03
-962.000E-06,-249.982E-06,+250.101E-06
-960.000E-06,+31.000018E-03,+31.500101E-03
-958.000E-06,-249.982E-06,+62.750101E-03
-956.000E-06,-249.982E-06,+31.500101E-03
-954.000E-06,-249.982E-06,+62.750101E-03
-952.000E-06,+31.000018E-03,+31.500101E-03
-950.000E-06,+31.000018E-03,+250.101E-06
-948.000E-06,+31.000018E-03,+31.500101E-03
-946.000E-06,-249.982E-06,+62.750101E-03
-944.000E-06,+31.000018E-03,+62.750101E-03
-942.000E-06,-249.982E-06,+31.500101E-03
-940.000E-06,+31.000018E-03,+31.500101E-03
-938.000E-06,+31.000018E-03,+31.500101E-03
-936.000E-06,+62.250018E-03,+31.500101E-03
-934.000E-06,+31.000018E-03,+250.101E-06
-932.000E-06,-249.982E-06,+31.500101E-03
-930.000E-06,-249.982E-06,+62.750101E-03
-928.000E-06,-249.982E-06,+31.500101E-03
-926.000E-06,-249.982E-06,+31.500101E-03
-924.000E-06,-249.982E-06,+250.101E-06
-922.000E-06,-249.982E-06,+31.500101E-03
-920.000E-06,-249.982E-06,+31.500101E-03
-918.000E-06,+31.000018E-03,+31.500101E-03
-916.000E-06,+31.000018E-03,+31.500101E-03
-914.000E-06,+31.000018E-03,+31.500101E-03
-912.000E-06,+31.000018E-03,+31.500101E-03
-910.000E-06,+31.000018E-03,+31.500101E-03
-908.000E-06,-249.982E-06,+31.500101E-03
-906.000E-06,-249.982E-06,+250.101E-06
-904.000E-06,-249.982E-06,+250.101E-06
-902.000E-06,-249.982E-06,+62.750101E-03
