x-axis,1,2
second,Volt,Volt
-1.000000E-03,-249.982E-06,+31.500101E-03
-996.000E-06,-249.982E-06,+31.500101E-03
-992.000E-06,+31.000018E-03,+62.750101E-03
-988.000E-06,+62.250018E-03,+31.500101E-03
-984.000E-06,+31.000018E-03,+62.750101E-03
-980.000E-06,-249.982E-06,+250.101E-06
-976.000E-06,+31.000018E-03,+62.750101E-03
-972.000E-06,-249.982E-06,+250.101E-06
-968.000E-06,-249.982E-06,+31.500101E-03
-964.000E-06,-249.982E-06,+31.500101E-03
-960.000E-06,+31.000018E-03,+31.500101E-03
-956.000E-06,-249.982E-06,+31.500101E-03
-952.000E-06,+31.000018E-03,+31.500101E-03
-948.000E-06,+31.000018E-03,+31.500101E-03
-944.000E-06,+31.000018E-03,+62.750101E-03
-940.000E-06,+31.000018E-03,+31.500101E-03
-936.000E-06,+62.250018E-03,+31.500101E-03
-932.000E-06,-249.982E-06,+31.500101E-03
-928.000E-06,-249.982E-06,+31.500101E-03
-924.000E-06,-249.982E-06,+250.101E-06
-920.000E-06,-249.982E-06,+31.500101E-03
-916.000E-06,+31.000018E-03,+31.500101E-03
-912.000E-06,+31.000018E-03,+31.500101E-03
-908.000E-06,-249.982E-06,+31.500101E-03
-904.000E-06,-249.982E-06,+250.101E-06
-900.000E-06,+31.000018E-03,+62.750101E-03
-896.000E-06,+31.000018E-03,+31.500101E-03
-892.000E-06,+31.000018E-03,+31.500101E-03
-888.000E-06,-249.982E-06,+62.750101E-03
-884.000E-06,-249.982E-06,+62.750101E-03
-880.000E-06,-249.982E-06,+62.750101E-03
-876.000E-06,-249.982E-06,+31.500101E-03
-872.000E-06,-249.982E-06,+250.101E-06
-868.000E-06,-249.982E-06,+31.500101E-03
-864.000E-06,-31.499982E-03,+250.101E-06
-860.000E-06,-249.982E-06,+31.500101E-03
-856.000E-06,+31.000018E-03,+31.500101E-03
-852.000E-06,+31.000018E-03,+31.500101E-03
-848.000E-06,-249.982E-06,+250.101E-06
-844.000E-06,-249.982E-06,+250.101E-06
-840.000E-06,-249.982E-06,+31.500101E-03
-836.000E-06,+31.000018E-03,+31.500101E-03
-832.000E-06,+2.499750018E+00,+2.531500101E+00
-828.000E-06,+2.499750018E+00,+2.500250101E+00
-824.000E-06,+2.499750018E+00,+2.500250101E+00
-820.000E-06,+2.499750018E+00,+2.500250101E+00
-816.000E-06,+2.499750018E+00,+2.531500101E+00
-812.000E-06,+2.531000018E+00,+2.500250101E+00
-808.000E-06,+2.499750018E+00,+2.531500101E+00
