x-axis,2
second,Volt
-0.001,0.0315001
-0.000998,0.0315001
-0.000996,0.0315001
-0.000994,0.0627501
-0.000992,0.0627501
-0.00099,0.0315001
-0.000988,0.0315001
-0.000986,0.000250101
-0.000984,0.0627501
-0.000982,0.0315001
-0.00098,0.000250101
-0.000978,0.0315001
-0.000976,0.0627501
-0.000974,0.0627501
-0.000972,0.000250101
-0.00097,0.0315001
-0.000968,0.0315001
-0.000966,0.0315001
-0.000964,0.0315001
-0.000962,0.000250101
-0.00096,0.0315001
-0.000958,0.0627501
-0.000956,0.0315001
-0.000954,0.0627501
-0.000952,0.0315001
-0.00095,0.000250101
-0.000948,0.0315001
-0.000946,0.0627501
-0.000944,0.0627501
-0.000942,0.0315001
-0.00094,0.0315001
-0.000938,0.0315001
-0.000936,0.0315001
-0.000934,0.000250101
-0.000932,0.0315001
-0.00093,0.0627501
-0.000928,0.0315001
-0.000926,0.0315001
-0.000924,0.000250101
-0.000922,0.0315001
-0.00092,0.0315001
-0.000918,0.0315001
-0.000916,0.0315001
-0.000914,0.0315001
-0.000912,0.0315001
-0.00091,0.0315001
-0.000908,0.0315001
-0.000906,0.000250101
-0.000904,0.000250101
-0.000902,0.0627501
-0.0009,0.0627501
-0.000898,0.0315001
-0.000896,0.0315001
-0.000894,0.0315001
-0.000892,0.0315001
-0.00089,0.0315001
-0.000888,0.0627501
-0.000886,0.0315001
-0.000884,0.0627501
-0.000882,0.0627501
-0.00088,0.0627501
-0.000878,0.0627501
-0.000876,0.0315001
-0.000874,0.0315001
-0.000872,0.000250101
-0.00087,0.0627501
-0.000868,0.0315001
-0.000866,0.0315001
-0.000864,0.000250101
-0.000862,0.000250101
-0.00086,0.0315001
-0.000858,0.000250101
-0.000856,0.0315001
-0.000854,0.000250101
-0.000852,0.0315001
-0.00085,0.0315001
-0.000848,0.000250101
-0.000846,0.0315001
-0.000844,0.000250101
-0.000842,0.0627501
-0.00084,0.0315001
-0.000838,0.0315001
-0.000836,0.0315001
-0.000834,0.0315001
-0.000832,2.5315
-0.00083,2.469
-0.000828,2.50025
-0.000826,2.50025
-0.000824,2.50025
-0.000822,2.5315
-0.00082,2.50025
-0.000818,2.50025
-0.000816,2.5315
-0.000814,2.50025
-0.000812,2.50025
-0.00081,2.5315
-0.000808,2.5315
-0.000806,2.50025
-0.000804,2.5315
-0.000802,2.50025
-0.0008,2.5315
-0.000798,2.50025
-0.000796,2.5315
-0.000794,2.5315
-0.000792,2.5315
-0.00079,2.5315
-0.000788,2.5315
-0.000786,2.50025
-0.000784,2.56275
-0.000782,2.56275
-0.00078,2.5315
-0.000778,2.50025
-0.000776,2.5315
-0.000774,2.56275
-0.000772,2.5315
-0.00077,2.5315
-0.000768,2.50025
-0.000766,2.5315
-0.000764,2.50025
-0.000762,2.5315
-0.00076,2.56275
-0.000758,2.5315
-0.000756,2.5315
-0.000754,2.5315
-0.000752,2.56275
-0.00075,2.5315
-0.000748,2.5315
-0.000746,2.5315
-0.000744,2.5315
-0.000742,2.5315
-0.00074,2.5315
-0.000738,2.469
-0.000736,2.5315
-0.000734,2.50025
-0.000732,2.5315
-0.00073,2.56275
-0.000728,2.56275
-0.000726,2.50025
-0.000724,2.56275
-0.000722,2.5315
-0.00072,2.5315
-0.000718,2.56275
-0.000716,2.5315
-0.000714,2.5315
-0.000712,2.5315
-0.00071,2.5315
-0.000708,2.5315
-0.000706,2.5315
-0.000704,2.56275
-0.000702,2.5315
-0.0007,2.50025
-0.000698,2.5315
-0.000696,2.50025
-0.000694,2.5315
-0.000692,2.5315
-0.00069,2.56275
-0.000688,2.5315
-0.000686,2.56275
-0.000684,2.5315
-0.000682,2.56275
-0.00068,2.5315
-0.000678,2.56275
-0.000676,2.5315
-0.000674,2.5315
-0.000672,2.50025
-0.00067,2.5315
-0.000668,2.56275
-0.000666,2.5315
-0.000664,2.5315
-0.000662,2.5315
-0.00066,2.5315
-0.000658,2.5315
-0.000656,2.5315
-0.000654,2.5315
-0.000652,2.5315
-0.00065,2.56275
-0.000648,2.5315
-0.000646,2.5315
-0.000644,2.5315
-0.000642,2.5315
-0.00064,2.5315
-0.000638,2.5315
-0.000636,2.5315
-0.000634,2.5315
-0.000632,2.5315
-0.00063,2.5315
-0.000628,2.5315
-0.000626,2.50025
-0.000624,2.5315
-0.000622,2.5315
-0.00062,2.5315
-0.000618,2.50025
-0.000616,2.5315
-0.000614,2.5315
-0.000612,2.5315
-0.00061,2.56275
-0.000608,2.5315
-0.000606,2.5315
-0.000604,2.56275
-0.000602,2.5315
-0.0006,2.5315
-0.000598,2.50025
-0.000596,2.5315
-0.000594,2.56275
-0.000592,2.5315
-0.00059,2.5315
-0.000588,2.5315
-0.000586,2.5315
-0.000584,2.5315
-0.000582,2.5315
-0.00058,2.5315
-0.000578,2.56275
-0.000576,2.5315
-0.000574,2.5315
-0.000572,2.5315
