x-axis,1,2
second,Volt,Volt
-1.000000E-03,-249.982E-06,+31.500101E-03
-992.000E-06,+31.000018E-03,+62.750101E-03
-984.000E-06,+31.000018E-03,+62.750101E-03
-976.000E-06,+31.000018E-03,+62.750101E-03
-968.000E-06,-249.982E-06,+31.500101E-03
-960.000E-06,+31.000018E-03,+31.500101E-03
-952.000E-06,+31.000018E-03,+31.500101E-03
-944.000E-06,+31.000018E-03,+62.750101E-03
-936.000E-06,+62.250018E-03,+31.500101E-03
-928.000E-06,-249.982E-06,+31.500101E-03
-920.000E-06,-249.982E-06,+31.500101E-03
-912.000E-06,+31.000018E-03,+31.500101E-03
-904.000E-06,-249.982E-06,+250.101E-06
-896.000E-06,+31.000018E-03,+31.500101E-03
-888.000E-06,-249.982E-06,+62.750101E-03
-880.000E-06,-249.982E-06,+62.750101E-03
-872.000E-06,-249.982E-06,+250.101E-06
-864.000E-06,-31.499982E-03,+250.101E-06
-856.000E-06,+31.000018E-03,+31.500101E-03
-848.000E-06,-249.982E-06,+250.101E-06
-840.000E-06,-249.982E-06,+31.500101E-03
-832.000E-06,+2.499750018E+00,+2.531500101E+00
-824.000E-06,+2.499750018E+00,+2.500250101E+00
-816.000E-06,+2.499750018E+00,+2.531500101E+00
-808.000E-06,+2.499750018E+00,+2.531500101E+00
-800.000E-06,+2.499750018E+00,+2.531500101E+00
-792.000E-06,+2.499750018E+00,+2.531500101E+00
-784.000E-06,+2.499750018E+00,+2.562750101E+00
-776.000E-06,+2.531000018E+00,+2.531500101E+00
-768.000E-06,+2.499750018E+00,+2.500250101E+00
-760.000E-06,+2.499750018E+00,+2.562750101E+00
-752.000E-06,+2.499750018E+00,+2.562750101E+00
-744.000E-06,+2.499750018E+00,+2.531500101E+00
-736.000E-06,+2.531000018E+00,+2.531500101E+00
-728.000E-06,+2.531000018E+00,+2.562750101E+00
-720.000E-06,+2.499750018E+00,+2.531500101E+00
-712.000E-06,+2.499750018E+00,+2.531500101E+00
-704.000E-06,+2.531000018E+00,+2.562750101E+00
-696.000E-06,+2.531000018E+00,+2.500250101E+00
-688.000E-06,+2.499750018E+00,+2.531500101E+00
-680.000E-06,+2.499750018E+00,+2.531500101E+00
-672.000E-06,+2.499750018E+00,+2.500250101E+00
-664.000E-06,+2.499750018E+00,+2.531500101E+00
-656.000E-06,+2.531000018E+00,+2.531500101E+00
-648.000E-06,+2.499750018E+00,+2.531500101E+00
-640.000E-06,+2.531000018E+00,+2.531500101E+00
-632.000E-06,+2.531000018E+00,+2.531500101E+00
